job_id,decision,tfidf_svc,bert_siamese,spacy_nn,fusion_score
0,0,0.4080986828811834,0.1229691572667412,0.2254570735759391,0.04546471
0,0,0.7054759681470144,0.583173533629116,0.6263909123531884,0.80410814
0,0,0.6958345354365234,0.07952206133494187,0.8134077398944252,0.02917174
0,0,0.5765525802335384,0.08392498132828147,0.011357151048370876,0.00052294834
0,0,0.4851143031767099,0.2431416639374031,0.16622676954134222,0.017408293
0,0,0.5068534969172535,0.11807752033637117,0.2056886482552731,0.0047874297
0,0,0.5340283255679122,0.13039690255319883,0.08270856771023577,0.003361072
0,0,0.5260354925641471,0.16395608934778697,0.013340632293080032,0.010790491
0,0,0.5279105925965482,0.37853056975807026,0.4636227456655405,0.025244754
0,0,0.5721169683989691,0.30604892544802836,0.2043862398946763,0.029599948
0,0,0.5349549904456056,0.9286781342830367,0.4358408288691636,0.897142
0,0,0.5407104786497011,0.20989045768245138,0.09619632562204396,0.037297707
0,0,0.5114954219334643,0.14342827329206162,0.3048647316210305,0.0055195587
0,0,0.45581697578570013,0.06133964805331387,0.0770474527807367,0.00061780185
0,0,0.28877028343691263,0.01831148878215562,0.08768857773771674,0.0009553978
0,0,0.4754332706376169,0.19770942927521162,0.2738555900271333,0.006537245
0,0,0.5254961540210115,0.21863446663782005,0.13296526833483704,0.07505439
0,0,0.5335304717738595,0.21863446663782005,0.12345749119280773,0.01632427
0,0,0.5379417739628981,0.2103259895718312,0.3505369934379299,0.003459752
0,0,0.5007177658160042,0.2585027919546182,0.2573644675096785,0.0029672128
0,0,0.4843617410918157,0.40368275221816247,0.2967205970843191,0.0123486845
0,0,0.6091193622900954,0.8654258466223419,0.6868698346667448,0.35854053
0,0,0.5284763421656096,0.3685839036724523,0.16393007513488475,0.1035707
0,0,0.5014244910377472,0.31970602566154366,0.2577011457940935,0.01812167
0,0,0.4763398004813195,0.10373724485337989,0.20849072529259025,0.0047454387
0,0,0.5597968101563784,0.3848774867713535,0.11857423027142647,0.03958494
0,0,0.3720677765666355,0.23535168486502706,0.09892145962963804,0.015354207
0,0,0.49866003534637465,0.13616322750768522,0.09815331004863705,0.0025147256
0,0,0.5378505904420169,0.1795268814648086,0.37348039433619235,0.0026262314
0,1,0.7187778458149859,0.6159374144163072,0.4775647626177832,0.9162326
0,1,0.6371882967260207,0.7326780317995781,0.7489990799091073,0.9632541
0,1,0.6433520966701132,0.7920327698615751,0.6093491118738523,0.9793633
0,1,0.6710319373097418,0.5520658626937294,0.4575359816955017,0.99260426
0,1,0.7007687068116676,0.818616860539787,0.8224386003249137,0.9996439
0,1,0.5949543425724257,0.8876875478382518,0.700502508621595,0.91926694
0,1,0.5411199974576474,0.8989910470539625,0.4736370360707259,0.9659173
0,1,0.5604865168943317,0.8221341153625474,0.3861878408656174,0.97058344
0,1,0.6341572731059572,0.6076901981402542,0.6420359617115559,0.9176019
0,1,0.638019365861483,0.7485805277021585,0.8336357122127699,0.9975362
0,1,0.6607101278402787,0.7168035761110735,0.9598401309410135,0.9972357
0,1,0.6780569615112979,0.833203052615613,0.921724074866739,0.99967265
0,1,0.6901038623654328,0.8407552771768025,0.6308251921857839,0.998572
0,1,0.6026513699442977,0.6705920383420355,0.6227653347803283,0.9168826
0,1,0.6769446329832275,0.5954996824425376,0.4133539332675349,0.99436647
0,1,0.6153089640494883,0.7544351898724176,0.6791794338767019,0.9213506
0,1,0.7349353086509787,0.7490566190132592,0.9313969843576043,0.9999008
0,1,0.698692091060408,0.9858481049598727,0.3711004133524379,0.99949396
0,1,0.6415891441114939,0.769878591271069,0.683858380537102,0.99740547
0,1,0.6529269750838587,0.6535596312423219,0.5793170266902912,0.9516276
0,1,0.5866528499599055,0.834350904329235,0.9048988054805416,0.9866441
1,0,0.3347377366451668,0.11304979851455901,0.08403844243115673,0.0021301017
1,0,0.49384572359808887,0.16443493147115287,0.0193853057243496,0.0022414685
1,0,0.5386709161043433,0.45233955126230996,0.03825657031564713,0.051318586
1,0,0.5686229727913084,0.592890024996468,0.6675062057249481,0.07028065
1,0,0.4954225311869086,0.03932886910540475,0.06913496178867155,0.00016113612
1,0,0.5043049141537059,0.1158042049067601,0.030283245302682622,0.0005406837
1,0,0.4997590094381723,0.19876738765663354,0.05111754870643611,0.0020792305
1,0,0.4796261989393971,0.05064960005167036,0.019283322691221492,0.00034855126
1,0,0.5183191975016586,0.1846777171946809,0.02536767731385369,0.11562356
1,0,0.5564883930757211,0.3704797755329996,0.33287693720441736,0.37004736
1,0,0.40875550106652575,0.008353476097916585,0.004207419222764081,0.0007488724
1,0,0.5067510562393825,0.08782616521179669,0.20143484935507605,0.00093425286
1,0,0.4938888972156109,0.1298268920861084,0.11676967108733026,0.0023931956
1,0,0.4999162892076622,0.26507274562952293,0.1408761424226625,0.006735987
1,0,0.5265215586344347,0.36642910407784485,0.1444712029291175,0.031299192
1,0,0.5290266958618235,0.08194860303140257,0.04756953551078223,0.00012364451
1,0,0.46507973313572537,0.41307735839263976,0.035314083755520316,0.0030358227
1,0,0.5747177191656189,0.17514647395841626,0.08172758910644687,0.02511686
1,0,0.5691104475841859,0.13783412509067244,0.08150958218796565,0.0062501263
1,0,0.4146376055823401,0.06447799354573054,0.032144410143001886,0.0004627765
1,0,0.49018744490331656,0.03880910312789014,0.053488141439892965,0.00013764795
1,0,0.5464267638261565,0.2785469168274006,0.08881121156096039,0.019264853
1,0,0.4176541019357181,0.2720329933833435,0.09151053913653086,0.016451554
1,0,0.4936049907437956,0.07972166991078912,0.04440981446415009,0.00013406493
1,0,0.3036722334141518,0.032426914476901,0.013946067877687653,0.00083478
1,1,0.6934670514894961,0.9827701769426828,0.8960096442941281,0.99800915
1,1,0.7742564123560948,0.9679176379712491,0.8609384810498001,0.9996171
1,1,0.7472144193704916,0.8987111770046278,0.5166451379792681,0.9998166
1,1,0.6500799501909367,0.5591640124814008,0.6443132052402785,0.98606306
1,1,0.6791222479575381,0.8621283154391317,0.42268454132929034,0.9996793
1,1,0.6265383667515692,0.33688622366401777,0.6310465459759741,0.6909255
1,1,0.7169954542550928,0.9413807929956657,0.9302129922202549,0.99961984
1,1,0.708350768858493,0.9800907954412045,0.49636619715722896,0.99966586
1,1,0.7496959794565552,0.8706680514851552,0.8967809256265341,0.99975675
1,1,0.6415649440049888,0.4722476314014935,0.7687115039115211,0.91684145
1,1,0.6871728145492139,0.6864852577828163,0.7166226736843058,0.96184677
1,1,0.7476909699839308,0.9146024387505483,0.5048710934468266,0.99964476
1,1,0.6823408455704119,0.8796375065727426,0.6350418503153266,0.99823403
1,1,0.6643370558578474,0.2562952149144696,0.3721460281034323,0.53263414
1,1,0.7728079123976148,0.9371272139978376,0.9033874202514407,0.9996836
1,1,0.7270227143770633,0.9514451516804999,0.7521911250326996,0.99987173
1,1,0.6727591989385094,0.9243214399831058,0.7961904712860575,0.99935776
1,1,0.7155467686392217,0.9853300386630752,0.5565944793024418,0.9998628
1,1,0.7423976579243856,0.996983443206815,0.5243839658517376,0.9998528
1,1,0.6879189009838035,0.9833402175281557,0.32553731258290897,0.99071294
1,1,0.58903824556017,0.38688137319088467,0.09672408576733481,0.607619
1,1,0.6561826216802592,0.7444862247502714,0.6706976505128078,0.99271625
1,1,0.7254366904082012,0.7553577159273508,0.3147468280979063,0.8380424
1,1,0.6717433486896794,0.8037175979176877,0.7735980366626447,0.9986625
1,1,0.740701119091316,0.8834017421711851,0.5389702531065675,0.9997038
